品牌,型号,系列,尺寸（inch）,材质（介质）,容值,容值单位,容值误差,耐压（V）,特殊用途,备注1,备注2,备注3,器件类型,安装方式,封装代码,尺寸（mm）,规格摘要,生产状态,长度（mm）,宽度（mm）,高度（mm）,官网链接,数据来源,数据状态,校验时间,校验备注,直径（mm）,脚距（mm）,极性,ESR,纹波电流,寿命（h）,工作温度,阻值@25C,阻值单位,阻值误差,B值,B值条件,共模阻抗,阻抗单位,额定电流,DCR,回路数,电感值,电感单位,电感误差,饱和电流,屏蔽类型,阻抗@100MHz,系列说明
村田Murata,LQH32PH1R0NNC#,LQH32PH_NC,1210,,1,μH,±30%,,Power Inductor,"L change: 3000mA | Temp rise: 2500mA(Ambient temp.85℃)
1380mA(Ambient temp.105℃) | Q/SRF: 100MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-9135_PDF_INDUCTOR?lastModifiedDatetime=20250708072056,"When rated current is applied to the products, inductance will be within ±30% of nominal inductance value.
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 40°C max(ambient temperature 85°C max).
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 20°C max(ambient temperature 85°C to 105°C).
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 100MHz",功率电感,SMT,3225/1210,3.2 x 2.5 x 1.55 mm,"3.2mm ±0.3mm,2.5mm ±0.2mm,1.55mm ±0.15mm,1μH ±30%,1MHz,3,000mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 3000mA | 2500mA(Ambient temp.85℃)
1380mA(Ambient temp.105℃) | 0.0432Ω | 100MHz",Active,3.2,2.5,1.55,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH32PH_NC,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 7,,,,,,,-40～125℃,,,,,,,,3000mA,0.0432Ω,,1,μH,±30%,,Shielded（Magnetic Resin）,,Murata LQH32PH_NC 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH32PH1R5NN0#,LQH32PH_N0,1210,,1.5,μH,±30%,,Power Inductor,"L change: 1750mA | Temp rise: 1750mA(Ambient temp.85℃)
1010mA(Ambient temp.105℃) | Q/SRF: 70MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-9136_PDF_INDUCTOR?lastModifiedDatetime=20250708072056,"When rated current is applied to the products, inductance will be within ±30% of nominal inductance value.
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 40°C max(ambient temperature 85°C max).
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 20°C max(ambient temperature 85°C to 105°C).
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 70MHz",功率电感,SMT,3225/1210,3.2 x 2.5 x 1.55 mm,"3.2mm ±0.3mm,2.5mm ±0.2mm,1.55mm ±0.15mm,1.5μH ±30%,1MHz,1,750mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 1750mA | 1750mA(Ambient temp.85℃)
1010mA(Ambient temp.105℃) | 0.0684Ω | 70MHz",Active,3.2,2.5,1.55,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH32PH_N0,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 7,,,,,,,-40～125℃,,,,,,,,1750mA,0.0684Ω,,1.5,μH,±30%,,Shielded（Magnetic Resin）,,Murata LQH32PH_N0 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH32PH1R5NNC#,LQH32PH_NC,1210,,1.5,μH,±30%,,Power Inductor,"L change: 2600mA | Temp rise: 2100mA(Ambient temp.85℃)
1110mA(Ambient temp.105℃) | Q/SRF: 70MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-9135_PDF_INDUCTOR?lastModifiedDatetime=20250708072056,"When rated current is applied to the products, inductance will be within ±30% of nominal inductance value.
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 40°C max(ambient temperature 85°C max).
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 20°C max(ambient temperature 85°C to 105°C).
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 70MHz",功率电感,SMT,3225/1210,3.2 x 2.5 x 1.55 mm,"3.2mm ±0.3mm,2.5mm ±0.2mm,1.55mm ±0.15mm,1.5μH ±30%,1MHz,2,600mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 2600mA | 2100mA(Ambient temp.85℃)
1110mA(Ambient temp.105℃) | 0.0636Ω | 70MHz",Active,3.2,2.5,1.55,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH32PH_NC,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 7,,,,,,,-40～125℃,,,,,,,,2600mA,0.0636Ω,,1.5,μH,±30%,,Shielded（Magnetic Resin）,,Murata LQH32PH_NC 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH32PH220MNC#,LQH32PH_NC,1210,,22,μH,±20%,,Power Inductor,"L change: 650mA | Temp rise: 550mA(Ambient temp.85℃)
270mA(Ambient temp.105℃) | Q/SRF: 20MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-9135_PDF_INDUCTOR?lastModifiedDatetime=20250708072056,"When rated current is applied to the products, inductance will be within ±30% of nominal inductance value.
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 40°C max(ambient temperature 85°C max).
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 20°C max(ambient temperature 85°C to 105°C).
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 20MHz",功率电感,SMT,3225/1210,3.2 x 2.5 x 1.55 mm,"3.2mm ±0.3mm,2.5mm ±0.2mm,1.55mm ±0.15mm,22μH ±20%,1MHz,650mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 650mA | 550mA(Ambient temp.85℃)
270mA(Ambient temp.105℃) | 0.822Ω | 20MHz",Active,3.2,2.5,1.55,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH32PH_NC,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 7,,,,,,,-40～125℃,,,,,,,,650mA,0.822Ω,,22,μH,±20%,,Shielded（Magnetic Resin）,,Murata LQH32PH_NC 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH32PH2R2NN0#,LQH32PH_N0,1210,,2.2,μH,±30%,,Power Inductor,"L change: 1550mA | Temp rise: 1600mA(Ambient temp.85℃)
970mA(Ambient temp.105℃) | Q/SRF: 70MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-9136_PDF_INDUCTOR?lastModifiedDatetime=20250708072056,"When rated current is applied to the products, inductance will be within ±30% of nominal inductance value.
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 40°C max(ambient temperature 85°C max).
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 20°C max(ambient temperature 85°C to 105°C).
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 70MHz",功率电感,SMT,3225/1210,3.2 x 2.5 x 1.55 mm,"3.2mm ±0.3mm,2.5mm ±0.2mm,1.55mm ±0.15mm,2.2μH ±30%,1MHz,1,550mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 1550mA | 1600mA(Ambient temp.85℃)
970mA(Ambient temp.105℃) | 0.0912Ω | 70MHz",Active,3.2,2.5,1.55,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH32PH_N0,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 7,,,,,,,-40～125℃,,,,,,,,1550mA,0.0912Ω,,2.2,μH,±30%,,Shielded（Magnetic Resin）,,Murata LQH32PH_N0 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH32PH2R2NNC#,LQH32PH_NC,1210,,2.2,μH,±30%,,Power Inductor,"L change: 2000mA | Temp rise: 1850mA(Ambient temp.85℃)
910mA(Ambient temp.105℃) | Q/SRF: 70MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-9135_PDF_INDUCTOR?lastModifiedDatetime=20250708072056,"When rated current is applied to the products, inductance will be within ±30% of nominal inductance value.
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 40°C max(ambient temperature 85°C max).
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 20°C max(ambient temperature 85°C to 105°C).
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 70MHz",功率电感,SMT,3225/1210,3.2 x 2.5 x 1.55 mm,"3.2mm ±0.3mm,2.5mm ±0.2mm,1.55mm ±0.15mm,2.2μH ±30%,1MHz,2,000mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 2000mA | 1850mA(Ambient temp.85℃)
910mA(Ambient temp.105℃) | 0.0768Ω | 70MHz",Active,3.2,2.5,1.55,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH32PH_NC,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 7,,,,,,,-40～125℃,,,,,,,,2000mA,0.0768Ω,,2.2,μH,±30%,,Shielded（Magnetic Resin）,,Murata LQH32PH_NC 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH32PH3R3NN0#,LQH32PH_N0,1210,,3.3,μH,±30%,,Power Inductor,"L change: 1250mA | Temp rise: 1200mA(Ambient temp.85℃)
670mA(Ambient temp.105℃) | Q/SRF: 50MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-9136_PDF_INDUCTOR?lastModifiedDatetime=20250708072056,"When rated current is applied to the products, inductance will be within ±30% of nominal inductance value.
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 40°C max(ambient temperature 85°C max).
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 20°C max(ambient temperature 85°C to 105°C).
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 50MHz",功率电感,SMT,3225/1210,3.2 x 2.5 x 1.55 mm,"3.2mm ±0.3mm,2.5mm ±0.2mm,1.55mm ±0.15mm,3.3μH ±30%,1MHz,1,250mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 1250mA | 1200mA(Ambient temp.85℃)
670mA(Ambient temp.105℃) | 0.144Ω | 50MHz",Active,3.2,2.5,1.55,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH32PH_N0,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 7,,,,,,,-40～125℃,,,,,,,,1250mA,0.144Ω,,3.3,μH,±30%,,Shielded（Magnetic Resin）,,Murata LQH32PH_N0 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH32PH3R3NNC#,LQH32PH_NC,1210,,3.3,μH,±30%,,Power Inductor,"L change: 1900mA | Temp rise: 1550mA(Ambient temp.85℃)
800mA(Ambient temp.105℃) | Q/SRF: 50MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-9135_PDF_INDUCTOR?lastModifiedDatetime=20250708072056,"When rated current is applied to the products, inductance will be within ±30% of nominal inductance value.
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 40°C max(ambient temperature 85°C max).
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 20°C max(ambient temperature 85°C to 105°C).
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 50MHz",功率电感,SMT,3225/1210,3.2 x 2.5 x 1.55 mm,"3.2mm ±0.3mm,2.5mm ±0.2mm,1.55mm ±0.15mm,3.3μH ±30%,1MHz,1,900mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 1900mA | 1550mA(Ambient temp.85℃)
800mA(Ambient temp.105℃) | 0.12Ω | 50MHz",Active,3.2,2.5,1.55,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH32PH_NC,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 7,,,,,,,-40～125℃,,,,,,,,1900mA,0.12Ω,,3.3,μH,±30%,,Shielded（Magnetic Resin）,,Murata LQH32PH_NC 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH32PH4R7NN0#,LQH32PH_N0,1210,,4.7,μH,±30%,,Power Inductor,"L change: 1000mA | Temp rise: 1000mA(Ambient temp.85℃)
530mA(Ambient temp.105℃) | Q/SRF: 40MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-9136_PDF_INDUCTOR?lastModifiedDatetime=20250708072056,"When rated current is applied to the products, inductance will be within ±30% of nominal inductance value.
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 40°C max(ambient temperature 85°C max).
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 20°C max(ambient temperature 85°C to 105°C).
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 40MHz",功率电感,SMT,3225/1210,3.2 x 2.5 x 1.55 mm,"3.2mm ±0.3mm,2.5mm ±0.2mm,1.55mm ±0.15mm,4.7μH ±30%,1MHz,1,000mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 1000mA | 1000mA(Ambient temp.85℃)
530mA(Ambient temp.105℃) | 0.216Ω | 40MHz",Active,3.2,2.5,1.55,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH32PH_N0,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 7,,,,,,,-40～125℃,,,,,,,,1000mA,0.216Ω,,4.7,μH,±30%,,Shielded（Magnetic Resin）,,Murata LQH32PH_N0 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH32PH4R7NNC#,LQH32PH_NC,1210,,4.7,μH,±30%,,Power Inductor,"L change: 1600mA | Temp rise: 1200mA(Ambient temp.85℃)
610mA(Ambient temp.105℃) | Q/SRF: 40MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-9135_PDF_INDUCTOR?lastModifiedDatetime=20250708072056,"When rated current is applied to the products, inductance will be within ±30% of nominal inductance value.
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 40°C max(ambient temperature 85°C max).
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 20°C max(ambient temperature 85°C to 105°C).
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 40MHz",功率电感,SMT,3225/1210,3.2 x 2.5 x 1.55 mm,"3.2mm ±0.3mm,2.5mm ±0.2mm,1.55mm ±0.15mm,4.7μH ±30%,1MHz,1,600mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 1600mA | 1200mA(Ambient temp.85℃)
610mA(Ambient temp.105℃) | 0.186Ω | 40MHz",Active,3.2,2.5,1.55,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH32PH_NC,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 7,,,,,,,-40～125℃,,,,,,,,1600mA,0.186Ω,,4.7,μH,±30%,,Shielded（Magnetic Resin）,,Murata LQH32PH_NC 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH32PH6R8NN0#,LQH32PH_N0,1210,,6.8,μH,±30%,,Power Inductor,"L change: 850mA | Temp rise: 850mA(Ambient temp.85℃)
510mA(Ambient temp.105℃) | Q/SRF: 40MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-9136_PDF_INDUCTOR?lastModifiedDatetime=20250708072056,"When rated current is applied to the products, inductance will be within ±30% of nominal inductance value.
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 40°C max(ambient temperature 85°C max).
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 20°C max(ambient temperature 85°C to 105°C).
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 40MHz",功率电感,SMT,3225/1210,3.2 x 2.5 x 1.55 mm,"3.2mm ±0.3mm,2.5mm ±0.2mm,1.55mm ±0.15mm,6.8μH ±30%,1MHz,850mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 850mA | 850mA(Ambient temp.85℃)
510mA(Ambient temp.105℃) | 0.288Ω | 40MHz",Active,3.2,2.5,1.55,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH32PH_N0,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 7,,,,,,,-40～125℃,,,,,,,,850mA,0.288Ω,,6.8,μH,±30%,,Shielded（Magnetic Resin）,,Murata LQH32PH_N0 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH32PH6R8NNC#,LQH32PH_NC,1210,,6.8,μH,±30%,,Power Inductor,"L change: 1300mA | Temp rise: 1100mA(Ambient temp.85℃)
550mA(Ambient temp.105℃) | Q/SRF: 40MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-9135_PDF_INDUCTOR?lastModifiedDatetime=20250708072056,"When rated current is applied to the products, inductance will be within ±30% of nominal inductance value.
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 40°C max(ambient temperature 85°C max).
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 20°C max(ambient temperature 85°C to 105°C).
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 40MHz",功率电感,SMT,3225/1210,3.2 x 2.5 x 1.55 mm,"3.2mm ±0.3mm,2.5mm ±0.2mm,1.55mm ±0.15mm,6.8μH ±30%,1MHz,1,300mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 1300mA | 1100mA(Ambient temp.85℃)
550mA(Ambient temp.105℃) | 0.264Ω | 40MHz",Active,3.2,2.5,1.55,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH32PH_NC,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 7,,,,,,,-40～125℃,,,,,,,,1300mA,0.264Ω,,6.8,μH,±30%,,Shielded（Magnetic Resin）,,Murata LQH32PH_NC 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH32PHR47NN0#,LQH32PH_N0,1210,,0.47,μH,±30%,,Power Inductor,"L change: 3400mA | Temp rise: 2550mA(Ambient temp.85℃)
1600mA(Ambient temp.105℃) | Q/SRF: 100MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-9136_PDF_INDUCTOR?lastModifiedDatetime=20250708072056,"When rated current is applied to the products, inductance will be within ±30% of nominal inductance value.
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 40°C max(ambient temperature 85°C max).
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 20°C max(ambient temperature 85°C to 105°C).
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 100MHz",功率电感,SMT,3225/1210,3.2 x 2.5 x 1.55 mm,"3.2mm ±0.3mm,2.5mm ±0.2mm,1.55mm ±0.15mm,0.47μH ±30%,1MHz,3,400mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 3400mA | 2550mA(Ambient temp.85℃)
1600mA(Ambient temp.105℃) | 0.036Ω | 100MHz",Active,3.2,2.5,1.55,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH32PH_N0,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 7,,,,,,,-40～125℃,,,,,,,,3400mA,0.036Ω,,0.47,μH,±30%,,Shielded（Magnetic Resin）,,Murata LQH32PH_N0 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH32PHR47NNC#,LQH32PH_NC,1210,,0.47,μH,±30%,,Power Inductor,"L change: 4400mA | Temp rise: 2900mA(Ambient temp.85℃)
1490mA(Ambient temp.105℃) | Q/SRF: 100MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-9135_PDF_INDUCTOR?lastModifiedDatetime=20250708072056,"When rated current is applied to the products, inductance will be within ±30% of nominal inductance value.
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 40°C max(ambient temperature 85°C max).
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 20°C max(ambient temperature 85°C to 105°C).
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 100MHz",功率电感,SMT,3225/1210,3.2 x 2.5 x 1.55 mm,"3.2mm ±0.3mm,2.5mm ±0.2mm,1.55mm ±0.15mm,0.47μH ±30%,1MHz,4,400mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 4400mA | 2900mA(Ambient temp.85℃)
1490mA(Ambient temp.105℃) | 0.0288Ω | 100MHz",Active,3.2,2.5,1.55,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH32PH_NC,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 7,,,,,,,-40～125℃,,,,,,,,4400mA,0.0288Ω,,0.47,μH,±30%,,Shielded（Magnetic Resin）,,Murata LQH32PH_NC 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH32PN100MN0#,LQH32PN_N0,1210,,10,μH,±20%,,Power Inductor,L change: 750mA | Temp rise: 700mA | Q/SRF: 30MHz,https://pim.murata.com/asset/pim4/inductor/JELF243A-0061_PDF_INDUCTOR?lastModifiedDatetime=20260305091757,"When rated current is applied to the products, inductance will be within ±30% of nominal inductance value.
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 40°C max.
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 30MHz",功率电感,SMT,3225/1210,3.2 x 2.5 x 1.55 mm,"3.2mm ±0.3mm,2.5mm ±0.2mm,1.55mm ±0.15mm,10μH ±20%,1MHz,750mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 750mA | 700mA | 0.456Ω | 30MHz",Active,3.2,2.5,1.55,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH32PN_N0,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 7,,,,,,,-40～125℃,,,,,,,,750mA,0.456Ω,,10,μH,±20%,,Shielded（Magnetic Resin）,,Murata LQH32PN_N0 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH32PN100MNC#,LQH32PN_NC,1210,,10,μH,±20%,,Power Inductor,L change: 1000mA | Temp rise: 900mA | Q/SRF: 30MHz,https://pim.murata.com/asset/pim4/inductor/JELF243A-0091_PDF_INDUCTOR?lastModifiedDatetime=20260305091757,"When rated current is applied to the products, inductance will be within ±30% of nominal inductance value.
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 40°C max.
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 30MHz",功率电感,SMT,3225/1210,3.2 x 2.5 x 1.55 mm,"3.2mm ±0.3mm,2.5mm ±0.2mm,1.55mm ±0.15mm,10μH ±20%,1MHz,1,000mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 1000mA | 900mA | 0.354Ω | 30MHz",Active,3.2,2.5,1.55,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH32PN_NC,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 7,,,,,,,-40～125℃,,,,,,,,1000mA,0.354Ω,,10,μH,±20%,,Shielded（Magnetic Resin）,,Murata LQH32PN_NC 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH32PN101MN0#,LQH32PN_N0,1210,,100,μH,±20%,,Power Inductor,L change: 180mA | Temp rise: 250mA | Q/SRF: 8MHz,https://pim.murata.com/asset/pim4/inductor/JELF243A-0061_PDF_INDUCTOR?lastModifiedDatetime=20260305091757,"When rated current is applied to the products, inductance will be within ±30% of nominal inductance value.
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 40°C max.
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 8MHz",功率电感,SMT,3225/1210,3.2 x 2.5 x 1.55 mm,"3.2mm ±0.3mm,2.5mm ±0.2mm,1.55mm ±0.15mm,100μH ±20%,1MHz,180mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 180mA | 250mA | 3.24Ω | 8MHz",Active,3.2,2.5,1.55,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH32PN_N0,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 7,,,,,,,-40～125℃,,,,,,,,180mA,3.24Ω,,100,μH,±20%,,Shielded（Magnetic Resin）,,Murata LQH32PN_N0 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH32PN121MN0#,LQH32PN_N0,1210,,120,μH,±20%,,Power Inductor,L change: 170mA | Temp rise: 200mA | Q/SRF: 8MHz,https://pim.murata.com/asset/pim4/inductor/JELF243A-0061_PDF_INDUCTOR?lastModifiedDatetime=20260305091757,"When rated current is applied to the products, inductance will be within ±30% of nominal inductance value.
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 40°C max.
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 8MHz",功率电感,SMT,3225/1210,3.2 x 2.5 x 1.55 mm,"3.2mm ±0.3mm,2.5mm ±0.2mm,1.55mm ±0.15mm,120μH ±20%,1MHz,170mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 170mA | 200mA | 5.26Ω | 8MHz",Active,3.2,2.5,1.55,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH32PN_N0,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 7,,,,,,,-40～125℃,,,,,,,,170mA,5.26Ω,,120,μH,±20%,,Shielded（Magnetic Resin）,,Murata LQH32PN_N0 功率电感系列（Wire wound type (Ferrite)）
